Body,Body Name,Name,Amount,Pay Date,Transaction Number,Description 1,Description 2
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Industrial Door and Gate Solutions Ltd,850,09/03/2023,31040710,R&M - Departmental response (external),Bottleyard
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Industrial Door and Gate Solutions Ltd,607.25,13/03/2023,31045475,R&M - Departmental response (external),Bottleyard
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,South Bristol Media,"1,734.00",08/03/2023,31045420,Marketing \ Non-staff advertising,British Library - DCMS grant
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Flourish Fostering Limited,"4,242.86",16/03/2023,31043634,TPP - Placement Foster Care Agency,Independent Fostering Agencies
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Flourish Fostering Limited,"3,700.93",16/03/2023,31043635,TPP - Placement Foster Care Agency,Independent Fostering Agencies
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Flourish Fostering Limited,"4,249.21",16/03/2023,31043636,TPP - Placement Foster Care Agency,Independent Fostering Agencies
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Flourish Fostering Limited,"4,871.43",16/03/2023,31043637,TPP - Placement Foster Care Agency,Independent Fostering Agencies
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,V4 Services Limited,"87,781.05",22/03/2023,31036322,Services - Consultants,Procurement
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,V4 Services Limited,"81,527.56",31/03/2023,31048779,Services - Consultants,Procurement
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,James McIntyre & Sons,"1,136.80",31/03/2023,31050378,Materials,Nurseries
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,South West Surveys (SW Surveys Ltd),680,03/03/2023,31040321,Services - Professional Fees,Get Councils Building ? Homes England
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,South West Surveys (SW Surveys Ltd),530,08/03/2023,31040323,Services - Professional Fees,Get Councils Building ? Homes England
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,South West Surveys (SW Surveys Ltd),"1,060.00",08/03/2023,31040323,Services - Professional Fees,Get Councils Building ? Homes England
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,South West Surveys (SW Surveys Ltd),520,03/03/2023,31040325,Services - Professional Fees,Get Councils Building ? Homes England
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,South West Surveys (SW Surveys Ltd),"1,575.00",03/03/2023,31040327,Services - Professional Fees,Get Councils Building ? Homes England
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,South West Surveys (SW Surveys Ltd),550,03/03/2023,31040329,Services - Professional Fees,Get Councils Building ? Homes England
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,South West Surveys (SW Surveys Ltd),500,03/03/2023,31040335,Services - Professional Fees,Get Councils Building ? Homes England
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,South West Surveys (SW Surveys Ltd),650,03/03/2023,31040336,Services - Professional Fees,Get Councils Building ? Homes England
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,South West Surveys (SW Surveys Ltd),500,03/03/2023,31040338,Services - Professional Fees,Get Councils Building ? Homes England
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,South West Surveys (SW Surveys Ltd),550,03/03/2023,31040340,Services - Professional Fees,Get Councils Building ? Homes England
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Premier People Solutions Ltd T/A Premier Partnership,575,09/03/2023,31036576,Training Expenses,Learning and Organisational Development
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Premier People Solutions Ltd T/A Premier Partnership,"1,545.00",03/03/2023,31040620,Services - Fees and Charges,Licensing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Premier People Solutions Ltd T/A Premier Partnership,575,29/03/2023,31045968,Training Expenses,Learning and Organisational Development
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Premier People Solutions Ltd T/A Premier Partnership,460,29/03/2023,31045978,Training Expenses,Learning and Organisational Development
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Premier People Solutions Ltd T/A Premier Partnership,575,29/03/2023,31046125,Training Expenses,Learning and Organisational Development
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Premier People Solutions Ltd T/A Premier Partnership,"1,512.00",30/03/2023,31047350,Training Expenses,Learning and Organisational Development
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Premier People Solutions Ltd T/A Premier Partnership,460,30/03/2023,31047351,Training Expenses,Learning and Organisational Development
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,"2,380.00",23/03/2023,31047235,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,560,23/03/2023,31047236,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,560,23/03/2023,31047238,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,952,23/03/2023,31047239,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,840,23/03/2023,31047244,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,560,23/03/2023,31047247,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,"1,162.00",23/03/2023,31047248,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,980,23/03/2023,31047250,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,980,23/03/2023,31047252,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,"1,302.00",23/03/2023,31047256,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,"1,092.00",23/03/2023,31047258,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,"1,470.00",17/03/2023,31047259,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,952,17/03/2023,31047261,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,"1,162.00",23/03/2023,31047263,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,680,23/03/2023,31047264,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,"1,260.00",23/03/2023,31047266,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,980,23/03/2023,31047267,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,980,23/03/2023,31047268,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,"1,050.00",23/03/2023,31047269,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,"1,162.00",23/03/2023,31047270,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,560,23/03/2023,31047271,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,"1,470.00",23/03/2023,31047272,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,"1,162.00",23/03/2023,31047273,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,"1,190.00",23/03/2023,31047274,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,980,23/03/2023,31047770,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Property Shop Limited,"2,380.00",23/03/2023,31047982,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Decco Limited,420.82,03/03/2023,31034211,Materials,Nurseries
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Decco Limited,768.82,03/03/2023,31034486,Materials,Nurseries
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Decco Limited,"1,301.07",17/03/2023,31045996,Materials,Nurseries
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New Leaf Plants Limited,"1,974.00",24/03/2023,31046749,Materials,Nurseries
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Frost Wiltshire LLP,"1,000.00",10/03/2023,31042414,Services - Consultants,Bristol Is Open Holding Code
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Price Training,"2,035.00",02/03/2023,31040525,Training Expenses,Blaise House
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Price Training,"2,061.68",02/03/2023,31040526,Training Expenses,Frome House
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Expert in Mind Ltd,664.23,10/03/2023,31044059,Services - Supplies and Services to service users,Legal Teams- Disbursements
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Turn2 Mentoring Ltd,600,31/03/2023,31049710,Services - Fees and Charges,Safer Options
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Turn2 Mentoring Ltd,960,31/03/2023,31049712,Services - Fees and Charges,Safer Options
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,M. G. Webber West Country Grown Limited,"1,774.80",30/03/2023,31046385,Materials,Nurseries
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Cambian Autism Services Ltd,"20,710.04",03/03/2023,31013833,TPP - Placement Residential,HNB: Special Placements Pre 16
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Cambian Autism Services Ltd,"14,112.13",03/03/2023,31013834,TPP - Placement Residential,HNB: Special Placements Pre 16
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Cambian Autism Services Ltd,"14,112.13",03/03/2023,31025380,TPP - Placement Residential,HNB: Special Placements Pre 16
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Cambian Autism Services Ltd,"20,710.04",03/03/2023,31025381,TPP - Placement Residential,HNB: Special Placements Pre 16
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Cambian Autism Services Ltd,"20,710.04",03/03/2023,31033372,TPP - Placement Residential,HNB: Special Placements Pre 16
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Cambian Autism Services Ltd,"14,112.13",03/03/2023,31033374,TPP - Placement Residential,HNB: Special Placements Pre 16
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Cambian Autism Services Ltd,"20,041.97",17/03/2023,31044461,TPP - Placement Residential,HNB: Special Placements Pre 16
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Cambian Autism Services Ltd,"13,656.90",17/03/2023,31044463,TPP - Placement Residential,HNB: Special Placements Pre 16
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ethos Environmental Planning Limited,"1,250.00",01/03/2023,31038935,Services - Consultants,Get Councils Building ? Homes England
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ethos Environmental Planning Limited,640,02/03/2023,31039898,Services - Consultants,Get Councils Building ? Homes England
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ethos Environmental Planning Limited,640,02/03/2023,31039899,Services - Consultants,Get Councils Building ? Homes England
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ethos Environmental Planning Limited,640,02/03/2023,31039900,Services - Consultants,Get Councils Building ? Homes England
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ethos Environmental Planning Limited,640,02/03/2023,31039901,Services - Consultants,Get Councils Building ? Homes England
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ethos Environmental Planning Limited,900,03/03/2023,31040689,Services - Consultants,Get Councils Building ? Homes England
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ethos Environmental Planning Limited,640,03/03/2023,31040690,Services - Consultants,Get Councils Building ? Homes England
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ethos Environmental Planning Limited,640,06/03/2023,31045398,Services - Consultants,Get Councils Building ? Homes England
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,J. A. Jones & Sons (Churchtown) Limited,"3,934.00",03/03/2023,31041058,Materials,Nurseries
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,J. A. Jones & Sons (Churchtown) Limited,"8,267.00",03/03/2023,31041059,Materials,Nurseries
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,J. A. Jones & Sons (Churchtown) Limited,838,03/03/2023,31041060,Materials,Nurseries
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,J. A. Jones & Sons (Churchtown) Limited,720,03/03/2023,31041061,Materials,Nurseries
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,J. A. Jones & Sons (Churchtown) Limited,990,03/03/2023,31041062,Materials,Nurseries
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,J. A. Jones & Sons (Churchtown) Limited,"3,780.00",31/03/2023,31050313,Materials,Nurseries
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Reflexion Care Group Ltd,"14,497.90",10/03/2023,31042432,TPP - Placement Residential,Out Of Authority - Placements
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Reflexion Care Group Ltd,"8,514.64",10/03/2023,31042432,TPP - Placement Residential,HNB: Special Placements Pre 16
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Centennial Property Ltd t/a The Housing Network,"6,715.50",23/03/2023,31045150,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Liskeard Town Council,900,24/03/2023,93038209,Grants,SW Museum Development - Grants and Skills
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Red Snapper Managed Services Limited,"27,339.45",24/03/2023,31046713,Services - Fees and Charges,Local Authority Compliance & Enforcement Grant (Marshalls)
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Red Snapper Managed Services Limited,"4,176.46",24/03/2023,31046716,Services - Fees and Charges,Local Authority Compliance & Enforcement Grant (Marshalls)
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Museum Platform Limited,"5,000.00",03/03/2023,31042239,Services - Fees and Charges,Transformation - Digital
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,McDonald Hay Ltd,"1,928.29",23/03/2023,31046271,Services - Fees and Charges,Legal Teams- Disbursements
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,McDonald Hay Ltd,"2,313.50",24/03/2023,31046638,Services - Fees and Charges,Legal Teams- Disbursements
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Miles Ahead Services Limited,768.2,31/03/2023,31049643,Materials,Nurseries
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,REDACTED,834,03/03/2023,31040942,Services - Professional Fees,HNB: Special Placements Post 16
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,REDACTED,750,02/03/2023,31040518,Services - Translation fees,Admin Support - Sensory Support Service DSG
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,REDACTED,620,24/03/2023,31046522,Services - Translation fees,Admin Support - Sensory Support Service DSG
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,"1,829.20",16/03/2023,93027862,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,636.59,21/03/2023,93027863,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,"2,220.67",22/03/2023,93027864,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,"4,604.18",06/03/2023,93028968,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,"8,816.12",06/03/2023,93028969,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,"4,842.00",28/03/2023,93035492,"Conversion, Renovation & Improvement",Capital - Capitalised Works
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,"10,624.60",16/03/2023,93035535,"Conversion, Renovation & Improvement",Capital - Capitalised Works
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,828.87,16/03/2023,93035586,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,"1,355.19",28/03/2023,93036061,"Conversion, Renovation & Improvement",Capital - Capitalised Works
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,550,28/03/2023,93036066,"Conversion, Renovation & Improvement",Capital - Neighbourhood Investment Projects
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,"1,673.85",28/03/2023,93036108,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,"2,093.79",28/03/2023,93036109,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,"3,797.35",28/03/2023,93036110,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,"1,137.89",28/03/2023,93036111,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,"3,743.13",28/03/2023,93036112,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,"1,572.50",28/03/2023,93036116,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,670.04,28/03/2023,93036117,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,671.06,28/03/2023,93036118,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,"3,354.96",28/03/2023,93036120,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,899.67,28/03/2023,93036121,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,887.84,28/03/2023,93036129,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,"1,174.44",28/03/2023,93036130,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,905.03,28/03/2023,93036131,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,636.53,28/03/2023,93036157,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,"30,133.82",16/03/2023,93036614,"Conversion, Renovation & Improvement",Capital - Capitalised Works
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,"1,062.02",28/03/2023,93042682,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,878.12,28/03/2023,93042689,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,"1,190.63",28/03/2023,93042690,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,"1,947.61",28/03/2023,93042691,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,"1,530.84",28/03/2023,93042692,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,577.29,28/03/2023,93042693,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,532.9,28/03/2023,93042694,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,837.19,28/03/2023,93042695,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,LCB Construction Limited,454.02,29/03/2023,93044728,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Acorn Education and Care Ltd t/a Hillcrest New Barn School,"9,404.32",10/03/2023,31042190,TPP - Placement Residential,Out Of Authority - Placements
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Acorn Education and Care Ltd t/a Hillcrest New Barn School,"4,695.11",10/03/2023,31042190,TPP - Placement Residential,HNB: Special Placements Pre 16
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Acorn Education and Care Ltd t/a Hillcrest New Barn School,"17,488.43",10/03/2023,31044100,TPP - Placement Residential,Out Of Authority - Placements
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Acorn Education and Care Ltd t/a Hillcrest New Barn School,"17,488.43",10/03/2023,31044102,TPP - Placement Residential,Out Of Authority - Placements
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Acorn Education and Care Ltd t/a Hillcrest New Barn School,"15,796.00",10/03/2023,31044103,TPP - Placement Residential,Out Of Authority - Placements
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Acorn Education and Care Ltd t/a Hillcrest New Barn School,"14,667.71",15/03/2023,31045196,TPP - Placement Residential,Out Of Authority - Placements
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Acorn Education and Care Ltd t/a Hillcrest New Barn School,"16,924.29",15/03/2023,31045198,TPP - Placement Residential,Out Of Authority - Placements
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,REDACTED,"2,400.00",29/03/2023,31047860,Services - External Legal Fees,Legal Teams- Disbursements
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Department of Small Works Ltd,"10,200.00",30/03/2023,31051093,Services - Fees and Charges,Legible City
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Boklok Housing Limited,"14,731.00",29/03/2023,93044324,New Construction,Capital - Airport Road
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Oasis Community Hub South Bristol,"7,268.80",14/03/2023,93034614,TPP - Grants,Holiday Activities and Food Programme 2021
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,REDACTED,900,29/03/2023,31028212,Services - Fees and Charges,HNB: SEN Assessment & Therapy
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Caridon Property Ltd,"6,992.00",16/03/2023,31040971,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,REDACTED,700,28/03/2023,31051661,Services - External Legal Fees,Disbursements - Child Protection
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,REDACTED,635,29/03/2023,31053344,Services - External Legal Fees,Disbursements - Child Protection
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tieva t/a Pure Data Solutions Limited,429.6,22/03/2023,31045252,Computing - Purchase of Hardware,End User Compute
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,S J Engineering,550,22/03/2023,31045281,Equipment - R & M,Joinery Shop Trades
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Mulberry Foster Care Ltd,"3,580.00",29/03/2023,31048599,TPP - Placement Foster Care Agency,Independent Fostering Agencies
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Barton Hill Family Activity Club C.I.C,"4,276.00",14/03/2023,93034590,TPP - Grants,Holiday Activities and Food Programme 2021
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,TR Davies Limited,"1,963.78",08/03/2023,31041050,Services - Fees and Charges,Trading Standards
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ysgol Pen-y-Bryn / City & County of Swansea,"3,109.68",08/03/2023,93030210,TPP - Payments to Local Authorities,HNB: OLA Top Up
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Evidence Matters Limited,720,24/03/2023,31042562,Services - Fees and Charges,Legal Teams- Disbursements
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Borderlands Outdoor Instruction Ltd t/a Borderlands First Aid,537.5,01/03/2023,31039146,Training Expenses,Outdoor Education -Dean Fields
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Fun 4 Families UK CIC,"3,200.00",14/03/2023,93034602,TPP - Grants,Holiday Activities and Food Programme 2021
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Talo Community CIC,"5,000.00",22/03/2023,93038234,TPP - Payments to voluntary groups,Community Vaccine Champions Programme
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Cool Ventures Limited,600,22/03/2023,31047503,Services - Fees and Charges,Future Bright
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Johnsons Of Whixley Limited,"3,188.40",03/03/2023,31040718,Materials,Nurseries
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Johnsons Of Whixley Limited,795,03/03/2023,31040933,Materials,Nurseries
